FrameId,Event,Type,OId,HId,D
405,36,MATCH,61.0,28.0,0.12541542374295267
406,36,MATCH,61.0,28.0,0.11245387433792697
407,36,MATCH,61.0,28.0,0.06111381699612395
408,36,MATCH,61.0,28.0,0.07625336798933458
409,36,SWITCH,61.0,33.0,0.11344324812078133
410,36,MATCH,61.0,33.0,0.1665943557646956
411,36,MATCH,61.0,33.0,0.16813441572094678
412,37,MATCH,61.0,33.0,0.23474075260528138
413,37,MATCH,61.0,33.0,0.24689969936283973
414,35,MATCH,61.0,33.0,0.21916844873428276
415,35,MATCH,61.0,33.0,0.20752759791371078
416,35,MATCH,61.0,33.0,0.19809758519632625
417,35,MATCH,61.0,33.0,0.2159165205458431
418,35,MATCH,61.0,33.0,0.2798878718972455
419,35,MATCH,61.0,33.0,0.2606224838417467
420,35,MATCH,61.0,33.0,0.2418374943717867
421,35,MATCH,61.0,33.0,0.22258101220306525
422,35,MATCH,61.0,33.0,0.2131626955171243
423,35,MATCH,61.0,33.0,0.14289953024149793
439,36,MATCH,60.0,54.0,0.41527011734823427
448,35,MATCH,18.0,35.0,0.46947139594032394
464,36,SWITCH,18.0,39.0,0.45452822979168017
