FrameId,Event,Type,OId,HId,D
469,12,SWITCH,1.0,301.0,0.1484421972635852
470,12,MATCH,1.0,301.0,0.14192995329108926
471,11,MATCH,1.0,301.0,0.1769571339290944
472,11,MATCH,1.0,301.0,0.18101611503738446
473,11,MATCH,1.0,301.0,0.1544041616664299
474,11,MATCH,1.0,301.0,0.14731644451751102
475,11,MATCH,1.0,301.0,0.16543874645005896
476,11,MATCH,1.0,301.0,0.21064419332506024
477,11,MATCH,1.0,301.0,0.14315092310198563
478,11,MATCH,1.0,301.0,0.09525519294143459
479,11,MATCH,1.0,301.0,0.08656340041168664
480,11,MATCH,1.0,301.0,0.19131897775118378
481,12,SWITCH,1.0,288.0,0.14838517727334843
482,12,SWITCH,1.0,301.0,0.0786056074885475
483,12,MATCH,1.0,301.0,0.11734976553146226
484,12,MATCH,1.0,301.0,0.1298952382606624
485,12,SWITCH,1.0,288.0,0.16130016601745367
486,12,SWITCH,1.0,301.0,0.1689412809770383
487,12,MATCH,1.0,301.0,0.13429644116360284
488,12,SWITCH,1.0,288.0,0.15571282623949734
489,12,MATCH,1.0,288.0,0.10640531048246349
